S.No,Name of the author,List of Authors,Student Publication (Yes/No),Title,Type of Publication,Name of Conf/Journal/BC/TB/PT,SCOPUS Yes/No,WoS Yes/No,Publication Details,Year,Month,A.Y,URL,DoI,ISSN/ISBN,Indexing,Citations,Abstract,Keywords,Specialization,Status (Active/Inactive),,LINK,,,,,,,,
465,Dr Somula Ramasubba Reddy,"Sravani N., Ravuri V., Jai Vinita L., Kousarnikhath A., Ramasubbareddy S.",No,Diabetic detection using data mining techniques,Journal,International Journal of Mechanical and Production Engineering Research and Development,Yes,No,"Volume 8, Pages - 704-711Publisher - Transstellar Journal Publications and Research Consultancy Private Limited (TJPRC), Transstellar Journal Publications and Research Consultancy Private Limited (TJPRC)",2018,July,2017-18,,,22496890,,,,,,,,SRS-JPUB-002,,,,,,,,
466,Dr Somula Ramasubba Reddy,"Somula R., Sasikala R.",No,A research review on energy consumption of different frameworks in mobile cloud computing,Book Chapter,Lecture Notes in Networks and Systems,Yes,No,"Volume 32, Pages - 129-142Publisher - Springer, Springer",2018,May,2017-18,https://link.springer.com/chapter/10.1007/978-981-10-8201-6_15,10.1007/978-981-10-8201-6_15,23673370,,,,,,,,SRS-BPUB-001,,,,,,,,
467,Dr Somula Ramasubba Reddy,"Peddarapu R.K., Bharath Kumar Chowdary P., Ramasubbareddy S., Govinda K.",No,Prediction of solar energy harvesting using mining techniques,Journal,International Journal of Mechanical and Production Engineering Research and Development,Yes,No,"Volume 8, Special Issue 3 Pages - 127-133Publisher - Transstellar Journal Publications and Research Consultancy Private Limited (TJPRC), Transstellar Journal Publications and Research Consultancy Private Limited (TJPRC)",2018,December,2018-19,https://www.researchgate.net/publication/331810715_Prediction_of_solar_energy_harvesting_using_mining_techniques,,,,,,,,,,SRS-JPUB-003,,,,,,,,
468,Dr Somula Ramasubba Reddy,"Basu S., Kannayaram G., Ramasubbareddy S., Venkatasubbaiah C.",No,Improved genetic algorithm for monitoring of virtual machines in cloud environment,Conference Paper,"Smart Innovation, Systems and Technologies",Yes,No,"Volume 105, Pages - 319-326Publisher - Springer Science and Business Media Deutschland GmbH, Springer Science and Business Media Deutschland GmbH",2018,November,2018-19,https://link.springer.com/chapter/10.1007/978-981-13-1927-3_34,10.1007/978-981-13-1927-3_34,,,,,,,,,SRS-CPUB-013,,,,,,,,
469,Dr Somula Ramasubba Reddy,"Prasanna S., Narayan S., NallaKaruppan M.K., Anilkumar C., Ramasubbareddy S.",No,Iterative approach for frequent set mining using hadoop over cloud environment,Conference Paper,"Smart Innovation, Systems and Technologies",Yes,No,"Volume 105, Pages - 399-405Publisher - Springer Science and Business Media Deutschland GmbH, Springer Science and Business Media Deutschland GmbH",2018,November,2018-19,https://link.springer.com/chapter/10.1007%2F978-981-13-1927-3_43,10.1007/978-981-13-1927-3_43,,,,,,,,,SRS-CPUB-014,,,,,,,,
470,Dr Somula Ramasubba Reddy,"Rajasekaran R., Kanumuri U., Siddhardha Kumar M., Ramasubbareddy S., Ashok S.",No,Sentiment analysis of restaurant reviews,Conference Paper,"Smart Innovation, Systems and Technologies",Yes,No,"Volume 105, Pages - 383-390Publisher - Springer Science and Business Media Deutschland GmbH, Springer Science and Business Media Deutschland GmbH",2018,November,2018-19,https://link.springer.com/chapter/10.1007/978-981-13-1927-3_41,10.1007/978-981-13-1927-3_41,,,,,,,,,SRS-CPUB-024,,,,,,,,
471,Dr Somula Ramasubba Reddy,"Ramasubbareddy S., Adityasaisrinivas T., Govinda K., Manivannan S.S., Swetha E.",No,Analysis of load balancing algorithms using cloud analyst *,Journal,International Journal of Recent Technology and Engineering,Yes,No,"Volume 7, 6 Pages - 684-687Publisher - Blue Eyes Intelligence Engineering and Sciences Publication, Blue Eyes Intelligence Engineering and Sciences Publication",2019,April,2018-19,https://www.ijrte.org/wp-content/uploads/papers/v7i6s2/F11140476S219.pdf,,2277-3878,,,,,,,,SRS-JPUB-008,,,,,,,,
472,Dr Somula Ramasubba Reddy,"Durgacharan K., Sandhya Rani K., Ramasubbareddy S., Govinda K., Swetha E.",No,Exploratory data analysis on diamond dataset using R,Journal,International Journal of Recent Technology and Engineering,Yes,No,"Volume 7, 6 Pages - 698-701Publisher - Blue Eyes Intelligence Engineering and Sciences Publication, Blue Eyes Intelligence Engineering and Sciences Publication",2019,April,2018-19,https://www.ijrte.org/wp-content/uploads/papers/v7i6s2/F11170476S219.pdf,,,,,,,,,,SRS-JPUB-014,,,,,,,,
473,Dr Somula Ramasubba Reddy,"Sathish K., Ramasubbareddy S., Govinda K., Swetha E.",No,Restaurant recommendation system using clusteringtechniques,Journal,International Journal of Recent Technology and Engineering,Yes,No,"Volume 7, 6 Pages - 917-921Publisher - Blue Eyes Intelligence Engineering and Sciences Publication, Blue Eyes Intelligence Engineering and Sciences Publication",2019,April,2018-19,https://www.ijrte.org/wp-content/uploads/papers/v7i6s2/F11190476S219.pdf,,,,,,,,,,SRS-JPUB-027,,,,,,,,
474,Dr Somula Ramasubba Reddy,"Ramasubbareddy S., Aditya Sai Srinivas T., Govinda K., Manivannan S.S., Swetha E.",No,Warehouse stock prediction using krill herd algorithm,Journal,International Journal of Recent Technology and Engineering,Yes,No,"Volume 7, 6 Pages - 702-705Publisher - Blue Eyes Intelligence Engineering and Sciences Publication, Blue Eyes Intelligence Engineering and Sciences Publication",2019,April,2018-19,https://www.ijrte.org/wp-content/uploads/papers/v7i6s2/F11200476S219.pdf,,,,,,,,,,SRS-JPUB-029,,,,,,,,
475,Dr Somula Ramasubba Reddy,"Somula R., Sasikala R.",No,A honey bee inspired cloudlet selection for resource allocation,Conference Paper,"Smart Innovation, Systems and Technologies",Yes,No,"Volume 105, Pages - 335-343Publisher - Springer Science and Business Media Deutschland GmbH, Springer Science and Business Media Deutschland GmbH",2019,January,2018-19,https://link.springer.com/chapter/10.1007/978-981-13-1927-3_36,10.1007/978-981-13-1927-3_36,21903018,,,,,,,,SRS-CPUB-001,,,,,,,,
476,Dr Somula Ramasubba Reddy,"Somula R., Nalluri S., NallaKaruppan M.K., Ashok S., Kannayaram G.",No,Analysis of CPU scheduling algorithms for cloud computing,Conference Paper,"Smart Innovation, Systems and Technologies",Yes,No,"Volume 105, Pages - 375-382Publisher - Springer Science and Business Media Deutschland GmbH, Springer Science and Business Media Deutschland GmbH",2019,July,2018-19,https://www.springerprofessional.de/en/analysis-of-cpu-scheduling-algorithms-for-cloud-computing/17005472,10.1007/978-981-13-1927-3_40,21903018,,,,,,,,SRS-CPUB-005,,,,,,,,
477,Dr Somula Ramasubba Reddy,"Deelip M.S., Govinda K., Ramasubbareddy S., Swetha E., Aditya Sai Srinivas T.",No,Analysis of twitter data for prediction of iPhone X reviews,Journal,Journal of Computational and Theoretical Nanoscience,Yes,No,"Volume 16, 44352 Pages - 2050-2054Publisher - American Scientific Publishers, American Scientific Publishers",2019,July,2018-19,https://research.vit.ac.in/publication/analysis-of-twitter-data-for-prediction-of-iphone,10.1166/jctn.2019.7848,15461955,,,,,,,,SRS-JPUB-009,,,,,,,,
478,Dr Somula Ramasubba Reddy,"Ravuri V., Ramasubbareddy S., Govinda K., Vasundra S.",No,Face recognition using cascade algorithm,Journal,International Journal of Recent Technology and Engineering,Yes,No,"Volume 8, 2 Special Issue 4 Pages - 599-602Publisher - Blue Eyes Intelligence Engineering and Sciences Publication, Blue Eyes Intelligence Engineering and Sciences Publication",2019,July,2018-19,https://www.ijrte.org/wp-content/uploads/papers/v8i2S4/B11180782S419.pdf,10.35940/ijrte.B1118.0782S419,,,,,,,,,SRS-JPUB-015,,,,,,,,
479,Dr Somula Ramasubba Reddy,"Ramasubbareddy S., Govinda K., Swetha E.",No,Facial expression recognition system using convolutional neural networks,Journal,International Journal of Recent Technology and Engineering,Yes,No,"Volume 8, 2 Special Issue 4 Pages - 603-607Publisher - Blue Eyes Intelligence Engineering and Sciences Publication, Blue Eyes Intelligence Engineering and Sciences Publication",2019,July,2018-19,https://www.ijrte.org/wp-content/uploads/papers/v8i2S4/B11190782S419.pdf,10.35940/ijrte.B1119.0782S419,,,,,,,,,SRS-JPUB-016,,,,,,,,
480,Dr Somula Ramasubba Reddy,"Vaddella D., Sruthi C., Chowdary B.K., Rama-Subbareddy S., Govinda K.",No,Prediction of heart disease using machine learning techniques,Journal,International Journal of Recent Technology and Engineering,Yes,No,"Volume 8, 2 Special Issue 4 Pages - 612-616Publisher - Blue Eyes Intelligence Engineering and Sciences Publication, Blue Eyes Intelligence Engineering and Sciences Publication",2019,July,2018-19,https://www.ijrte.org/wp-content/uploads/papers/v8i2S4/B11210782S419.pdf,10.35940/ijrte.B1121.0782S419,,,,,,,,,SRS-JPUB-024,,,,,,,,
481,Dr Somula Ramasubba Reddy,"Somula R., Sasikala R.",No,A load and distance aware cloudlet selection strategy in multi-cloudlet environment,Journal,International Journal of Grid and High Performance Computing,Yes,No,"Volume 11, 2 Pages - 85-102Publisher - IGI Global, IGI Global",2019,May,2018-19,https://www.igi-global.com/article/a-load-and-distance-aware-cloudlet-selection-strategy-in-multi-cloudlet-environment/224032,10.4018/IJGHPC.2019040105,19380259,,,,,,,,SRS-JPUB-004,,,,,,,,
482,Dr Somula Ramasubba Reddy,"LokeshKumar R., Jothi K.R., Anto S., Ramasubbareddy S.",No,A novel approach for web usage prediction and recommendation using web session clustering,Journal,Journal of Computational and Theoretical Nanoscience,Yes,No,"Volume 16, 44352 Pages - 1916-1922Publisher - American Scientific Publishers, American Scientific Publishers",2019,May,2018-19,https://www.ingentaconnect.com/contentone/asp/jctn/2019/00000016/f0020005/art00026,10.1166/jctn.2019.7824,15461955,,,,,,,,SRS-JPUB-005,,,,,,,,
483,Dr Somula Ramasubba Reddy,"Kirankumar V., Ramasubbareddy S., Kannayaram G., Vishalo G., Nikhil Kumar K.",No,"Enhanced security using rivest, shamir, and adelman with Chinese remainder theorem",Journal,Journal of Computational and Theoretical Nanoscience,Yes,No,"Volume 16, 44352 Pages - 2018-2021Publisher - American Scientific Publishers, American Scientific Publishers",2019,May,2018-19,https://www.ingentaconnect.com/contentone/asp/jctn/2019/00000016/f0020005/art00044,https://doi.org/10.1166/jctn.2019.7842,,,,,,,,,SRS-JPUB-012,,,,,,,,
484,Dr Somula Ramasubba Reddy,"Aditya Sai Srinivas T., Ramasubbareddy S., Govinda K.",No,Estimation of web vulnerabilities based on attack tree and threat model analysis,Journal,Journal of Computational and Theoretical Nanoscience,Yes,No,"Volume 16, 44352 Pages - 1993-2000Publisher - American Scientific Publishers, American Scientific Publishers",2019,May,2018-19,https://www.ingentaconnect.com/contentone/asp/jctn/2019/00000016/f0020005/art00040,10.1166/jctn.2019.7838,,,,,,,,,SRS-JPUB-013,,,,,,,,
485,Dr Somula Ramasubba Reddy,"Kiran U.S., Kannayaram G., Ramasubbareddy S.",No,Malware and threat analysis and remediation of cloud saas traffic,Journal,Journal of Computational and Theoretical Nanoscience,Yes,No,"Volume 16, 44352 Pages - 1982-1987Publisher - American Scientific Publishers, American Scientific Publishers",2019,May,2018-19,https://www.ingentaconnect.com/contentone/asp/jctn/2019/00000016/f0020005/art00038,10.1166/jctn.2019.7836,,,,,,,,,SRS-JPUB-020,,,,,,,,
486,Dr Somula Ramasubba Reddy,"Pramod Reddy A., Ramasubbareddy S., Kannayaram G.",No,Parallel processed multi-lingual optical character recognition application,Journal,Journal of Computational and Theoretical Nanoscience,Yes,No,"Volume 16, 44352 Pages - 2091-2095Publisher - American Scientific Publishers, American Scientific Publishers",2019,May,2018-19,https://www.ingentaconnect.com/contentone/asp/jctn/2019/00000016/f0020005/art00056,10.1166/jctn.2019.7854,,,,,,,,,SRS-JPUB-023,,,,,,,,
487,Dr Somula Ramasubba Reddy,"Nalluri, Sravani1; Ramasubbareddy, Somula2; Kannayaram, G2",No,Weather Prediction Using Clustering Strategies in Machine Learning,Journal,"Journal of Computational and Theoretical Nanoscience,",Yes,No,"Volume 16, Numbers 5-6,, pp. 1977-1981(5), May",2019,May,2018-19,https://www.ingentaconnect.com/content/asp/jctn/2019/00000016/f0020005/art00037,DOI: https://doi.org/10.1166/jctn.2019.7835,ISSN 1546-1955 (Print);,,,,,,,,SRS-JPUB-030,,,,,,,,
488,Dr Somula Ramasubba Reddy,"Reddy S., Nalluri S., Kunisetti S., Ashok S., Venkatesh B.",No,Content-based movie recommendation system using genre correlation,Conference Paper,"Smart Innovation, Systems and Technologies",Yes,No,"Volume 105, Pages - 391-397Publisher - Springer Science and Business Media Deutschland GmbH, Springer Science and Business Media Deutschland GmbH",2018,November,2019-20,"https://link.springer.com/chapter/10.1007/978-981-13-1927-3_42#:~:text=Movie%20recommendation%20systems%20usually%20predict,present%20in%20previously%20liked%20movies.&text=The%20approach%20adopted%20to%20do,system%20is%20Movie%20Lens%20dataset.",10.1007/978-981-13-1927-3_42,21903018,,,,,,,,SRS-CPUB-006,,,,,,,,
489,Dr Somula Ramasubba Reddy,"Sankar Sennan 1,Sathiyabhama Balasubramaniyam 1,Ashish Kr. Luhach 2OrcID,Somula Ramasubbareddy 3OrcID,Naveen Chilamkurti 4OrcID andYunyoung Nam 5",No,Energy and Delay Aware Data Aggregation in Routing Protocol for Internet of Things,Journal,Sensors Journal - Energy-Efficient Sensing in Wireless Sensor Networks),Yes,No,"Volume 19 Issue 24, 17, December",2019,December,2019-20,https://www.mdpi.com/1424-8220/19/24/5486,https://doi.org/10.3390/s19245486,(ISSN 1424-8220; CODEN: SENSC9),,,,,,,,SRS-JPUB-011,,,,,,,,
490,Dr Somula Ramasubba Reddy,"Sai K.B.K., Ramasubbareddy S., Luhach A.K.",No,IOT based air quality monitoring system using MQ135 and MQ7 with machine learning analysis,Journal,Scalable Computing,Yes,No,"Volume 20, 4 Pages - 599-606Publisher - West University of Timisoara, West University of Timisoara",2019,December,2019-20,https://www.scpe.org/index.php/scpe/article/view/1561,10.12694/scpe.v20i4.1561,,,,,,,,,SRS-JPUB-019,,,,,,,,
491,Dr Somula Ramasubba Reddy,D. KalyaniSomula RamasubbareddyEmail authorK. GovindaV. Kumar,No,Location-Based Proactive Handoff Mechanism in Mobile Ad Hoc Network,Book Chapter,Algorithms for Intelligent Systems book series (AIS),Yes,No,"Nil, pp 85-94, December",2019,December,2019-20,https://link.springer.com/chapter/10.1007/978-981-15-0633-8_9,DOI https://doi.org/10.1007/978-981-15-0633-8_9,Print ISBN 978-981-15-0632-1,,,,,,,,SRS-BPUB-010,,,,,,,,
492,Dr Somula Ramasubba Reddy,"Zama M.S.U., Ramasubbareddy S.",No,Missing values analysis techniques in data mining: Review,Review,International Journal of Advanced Science and Technology,Yes,No,"Volume 28, 15 Pages - 377-382Publisher - Science and Engineering Research Support Society, Science and Engineering Research Support Society",2019,December,2019-20,http://sersc.org/journals/index.php/IJAST/article/view/1638,,,,,,,,,,,,,,,,,,
493,Dr Somula Ramasubba Reddy,A. Vijaya Krishna,No,Task Scheduling Based on Hybrid Algorithm for Cloud Computing,Book Chapter,"International Conference on Intelligent Computing and Smart Communication 2019, Springer Book Series Algorithms for Intelligent Systems",Yes,No,"Algorithms for Intelligent Systems. Springer, Singapore, 415-421, December",2019,December,2019-20,https://link.springer.com/chapter/10.1007/978-981-15-0633-8_40#citeas,https://doi.org/10.1007/978-981-15-0633-8_40,Print ISBN 978-981-15-0632-1,,,,,,,,SRS-BPUB-011,,,,,,,,
494,Dr Somula Ramasubba Reddy,T. Aditya Sai SrinivasSomula RamasubbareddyEmail authorK. GovindaS. S. Manivannan,No,Web Image Authentication Using Embedding Invisible Watermarking,Book Chapter,Part of the Algorithms for Intelligent Systems book series (AIS),Yes,No,"Part of the Algorithms for Intelligent Systems book series (AIS), pp 207-218, December",2019,December,2019-20,https://link.springer.com/chapter/10.1007/978-981-15-0633-8_20,DOI https://doi.org/10.1007/978-981-15-0633-8_20,Print ISBN 978-981-15-0632-1,,,,,,,,SRS-BPUB-012,,,,,,,,
495,Dr Somula Ramasubba Reddy,"Suresh C., Kamakshaiah K., Thatavarti S., Kumar P.S., Ramasubbareddy S.",No,Accurate and timely prediction of rice crop disease by means of machine learning algorithms,Journal,International Journal of Advanced Science and Technology,Yes,No,"Volume 28, 13 Pages - 662-672Publisher - Science and Engineering Research Support Society, Science and Engineering Research Support Society",2019,July,2019-20,http://sersc.org/journals/index.php/IJAST/article/view/1396/1102,,20054238,,,,,,,,SRS-JPUB-006,,,,,,,,
496,Dr Somula Ramasubba Reddy,"Kumari B.V.S., Prasad G., Ramasubbareddy S., Govinda K.",No,Optimized task scheduling for cloud computing using PSO and GA,Journal,International Journal of Recent Technology and Engineering,Yes,No,"Volume 8, 2 Special Issue 4 Pages - 608-611Publisher - Blue Eyes Intelligence Engineering and Sciences Publication, Blue Eyes Intelligence Engineering and Sciences Publication",2019,July,2019-20,https://www.ijrte.org/wp-content/uploads/papers/v8i2S4/B11200782S419.pdf,10.35940/ijrte.B1120.0782S419,,,,,,,,,SRS-JPUB-022,,,,,,,,
497,Dr Somula Ramasubba Reddy,"Ramasubbareddy S., Sasikala R.",No,RTTSMCE: a response time aware task scheduling in multi-cloudlet environment,Journal,International Journal of Computers and Applications,Yes,No,"Volume , Pages - -Publisher - Taylor and Francis Ltd., Taylor and Francis Ltd.",2019,June,2019-20,https://www.tandfonline.com/doi/abs/10.1080/1206212X.2019.1629098?journalCode=tjca20,10.1080/1206212X.2019.1629098,,,,,,,,,SRS-JPUB-028,,,,,,,,
498,Dr Somula Ramasubba Reddy,"Nalluri, Sravani1; Ramasubbareddy, Somula2; Kannayaram, G2",No,Cloud Application Security Based on Enhanced MD5 Algorithm,Journal,Journal of Computational and Theoretical Nanoscience,Yes,No,"Volume 16, Numbers 5-6, , pp. 2022-2027(6), May",2019,May,2019-20,https://www.ingentaconnect.com/contentone/asp/jctn/2019/00000016/f0020005/art00045,https://doi.org/10.1166/jctn.2019.7843,ISSN 1546-1955 (Print);,,,,,,,,SRS-JPUB-010,,,,,,,,
499,Dr Somula Ramasubba Reddy,"Aditya Sai Srinivas T., Sreekar K., Ramasubbareddy S., Kannayaram G.",No,In-patient alert system in hospital using Twitter-bot,Journal,Journal of Computational and Theoretical Nanoscience,Yes,No,"Volume 16, 44352 Pages - 1972-1976Publisher - American Scientific Publishers, American Scientific Publishers",2019,May,2019-20,https://www.ingentaconnect.com/content/asp/jctn/2019/00000016/f0020005/art00036,10.1166/jctn.2019.7834,,,,,,,,,SRS-JPUB-018,,,,,,,,
500,Dr Somula Ramasubba Reddy,"Sahoo K.S., Mishra P., Tiwary M., Ramasubbareddy S., Balusamy B., Gandomi A.H.",No,Improving End-Users Utility in Software-Defined Wide Area Network Systems,Journal,IEEE Transactions on Network and Service Management,Yes,No,"Volume 17, 2 Pages - 696-707Publisher - Institute of Electrical and Electronics Engineers Inc., Institute of Electrical and Electronics Engineers Inc.",2019,November,2019-20,https://ieeexplore.ieee.org/document/8903453,10.1109/TNSM.2019.2953621,,,,,,,,,SRS-JPUB-017,,,,,,,,
501,Dr Somula Ramasubba Reddy,"Arun Bhukya K., Ramasubbareddy S., Govinda K., Aditya Sai Srinivas T.",No,Adaptive Mechanism for Smart Street Lighting System,Conference Paper,"Smart Innovation, Systems and Technologies",Yes,No,"Volume 160, Pages - 69-76Publisher - Springer, Springer",2019,October,2019-20,https://link.springer.com/chapter/10.1007/978-981-32-9690-9_8,10.1007/978-981-32-9690-9_8,21903018,,,,,,,,SRS-CPUB-004,,,,,,,,
502,Dr Somula Ramasubba Reddy,"Govinda K., Tiwari D., Mathur S., Ramasubbareddy S.",No,Algorithm for brain tumor detection,Journal,International Journal of Innovative Technology and Exploring Engineering,Yes,No,"Volume 8, 11 Special Issue Pages - 1035-1042Publisher - Blue Eyes Intelligence Engineering and Sciences Publication, Blue Eyes Intelligence Engineering and Sciences Publication",2019,September,2019-20,https://www.ijitee.org/wp-content/uploads/papers/v8i11S/K121309811S19.pdf,10.35940/ijitee.K1213.09811S19,22783075,,,,,,,,SRS-JPUB-007,,,,,,,,
503,Dr Somula Ramasubba Reddy,"Govinda K., Nair A.S., Ramasubbareddy S.",No,"Map reduce, pig and hive on climatic condition",Journal,International Journal of Innovative Technology and Exploring Engineering,Yes,No,"Volume 8, 11 Special Issue Pages - 1144-1148Publisher - Blue Eyes Intelligence Engineering and Sciences Publication, Blue Eyes Intelligence Engineering and Sciences Publication",2019,September,2019-20,https://www.ijitee.org/wp-content/uploads/papers/v8i11S/K123109811S19.pdf,10.35940/ijitee.K1231.09811S19,,,,,,,,,SRS-JPUB-021,,,,,,,,
504,Dr Somula Ramasubba Reddy,"Kumar S.V., Kalyani D., Ramasubbareddy S.",No,Proactive healthcare monitoring using IOT,Journal,International Journal of Recent Technology and Engineering,Yes,No,"Volume 8, 2 Special Issue 10 Pages - 459-464Publisher - Blue Eyes Intelligence Engineering and Sciences Publication, Blue Eyes Intelligence Engineering and Sciences Publication",2019,September,2019-20,https://www.ijrte.org/wp-content/uploads/papers/v8i2S10/B10780982S1019.pdf,10.35940/ijrte.B1078.0982S1019,,,,,,,,,SRS-JPUB-026,,,,,,,,
505,Dr Somula Ramasubba Reddy,"Govinda K., Singh A., Ramasubbareddy S.",No,Privacy protection in smart grid using blind signature method,Journal,International Journal of Innovative Technology and Exploring Engineering,Yes,No,"Volume 8, 11 Special Issue Pages - 1162-1165Publisher - Blue Eyes Intelligence Engineering and Sciences Publication, Blue Eyes Intelligence Engineering and Sciences Publication",2019,Septermber,2019-20,https://www.ijitee.org/wp-content/uploads/papers/v8i11S/K123409811S19.pdf,10.35940/ijitee.K1234.09811S19,,,,,,,,,SRS-JPUB-025,,,,,,,,
506,Dr Somula Ramasubba Reddy,"Mahesh B., Pavan Kumar K., Ramasubbareddy S., Swetha E.",No,A Review on Data Deduplication Techniques in Cloud,Conference Paper,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1076, Pages - 825-833Publisher - Springer, Springer",2020,April,2019-20,https://link.springer.com/chapter/10.1007/978-981-15-0947-6_78,10.1007/978-981-15-0947-6_78,21945357,,,,,,,,SRS-CPUB-002,,,,,,,,
507,Dr Somula Ramasubba Reddy,"Revathi A., Kalyani D., Ramasubbareddy S., Govinda K.",No,Critical Review on Course Recommendation System with Various Similarities,Conference Paper,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1076, Pages - 843-852Publisher - Springer, Springer",2020,April,2019-20,https://link.springer.com/chapter/10.1007/978-981-15-0947-6_80,10.1007/978-981-15-0947-6_80,21945357,,,,,,,,SRS-CPUB-007,,,,,,,,
508,Dr Somula Ramasubba Reddy,"Naga Chandrika G., Ramasubbareddy S., Govinda K., Swetha E.",No,Web Scraping for Unstructured Data Over Web,Conference Paper,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1076, Pages - 853-859Publisher - Springer, Springer",2020,April,2019-20,https://link.springer.com/chapter/10.1007/978-981-15-0947-6_81,10.1007/978-981-15-0947-6_81,,,,,,,,,SRS-CPUB-030,,,,,,,,
509,Dr Somula Ramasubba Reddy,"Sennan S., Somula R., Luhach A.K., Deverajan G.G., Alnumay W., Jhanjhi N.Z., Ghosh U., Sharma P.",No,Energy efficient optimal parent selection based routing protocol for Internet of Things using firefly optimization algorithm,Journal,Transactions on Emerging Telecommunications Technologies,Yes,No,"Volume , Pages - -Publisher - Wiley Blackwell, Wiley Blackwell",2020,December,2019-20,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.4171,10.1002/ett.4171,21615748,,,,,,,,SRS-JPUB-037,,,,,,,,
510,Dr Somula Ramasubba Reddy,"Sankar S., Srinivasan P., Luhach A.K., Somula R., Chilamkurti N.",No,Energy-aware grid-based data aggregation scheme in routing protocol for agricultural internet of things,Journal,Sustainable Computing: Informatics and Systems,Yes,No,"Volume 28, Pages - -Publisher - Elsevier Inc., Elsevier Inc.",2020,December,2019-20,https://www.sciencedirect.com/science/article/abs/pii/S2210537920301499,10.1016/j.suscom.2020.100422,22105379,,,,,,,,SRS-JPUB-038,,,,,,,,
511,Dr Somula Ramasubba Reddy,"Sankar S., Ramasubbareddy S., Chen F., Gandomi A.H.",No,Energy-Efficient Cluster-based Routing Protocol in Internet of Things Using Swarm Intelligence,Conference Paper,"2020 IEEE Symposium Series on Computational Intelligence, SSCI 2020",Yes,No,"Volume , Pages - 219-224Publisher - Institute of Electrical and Electronics Engineers Inc., Institute of Electrical and Electronics Engineers Inc.",2020,December,2019-20,https://ieeexplore.ieee.org/document/9308609,10.1109/SSCI47803.2020.9308609,,,,,,,,,SRS-CPUB-009,,,,,,,,
512,Dr Somula Ramasubba Reddy,"Pradeepthi C., Vijaya Geetha V.J., Ramasubbareddy S., Govinda K.",No,Prediction of real estate price using clustering techniques,Conference Paper,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1054, Pages - 281-289Publisher - Springer, Springer",2020,February,2019-20,https://link.springer.com/chapter/10.1007/978-981-15-0135-7_27,10.1007/978-981-15-0135-7_27,,,,,,,,,SRS-CPUB-019,,,,,,,,
513,Dr Somula Ramasubba Reddy,"Lakshmi Devi B., Varaswathi Bai V., Ramasubbareddy S., Govinda K.",No,Sentiment analysis on movie reviews,Conference Paper,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1054, Pages - 321-328Publisher - Springer, Springer",2020,February,2019-20,https://link.springer.com/chapter/10.1007/978-981-15-0135-7_31,10.1007/978-981-15-0135-7_31,,,,,,,,,SRS-CPUB-025,,,,,,,,
514,Dr Somula Ramasubba Reddy,"Vijaya Saraswathi R., Nalluri S., Ramasubbareddy S., Govinda K., Swetha E.",No,Brilliant Corp Yield Prediction Utilizing Internet of Things,Book Chapter,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1079, Pages - 893-902Publisher - Springer, Springer",2020,January,2019-20,https://link.springer.com/chapter/10.1007%2F978-981-15-1097-7_75,10.1007/978-981-15-1097-7_75,21945357,,,,,,,,SRS-BPUB-003,,,,,,,,
515,Dr Somula Ramasubba Reddy,"Nalluri S., Vijaya Saraswathi R., Ramasubbareddy S., Govinda K., Swetha E.",No,Chronic Heart Disease Prediction Using Data Mining Techniques,Book Chapter,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1079, Pages - 903-912Publisher - Springer, Springer",2020,January,2019-20,https://link.springer.com/chapter/10.1007/978-981-15-1097-7_76,10.1007/978-981-15-1097-7_76,21945357,,,,,,,,SRS-BPUB-004,,,,,,,,
516,Dr Somula Ramasubba Reddy,"Pavan Kumar I., Hara Gopal V.P., Ramasubbareddy S., Nalluri S., Govinda K.",No,Dominant Color Palette Extraction by K-Means Clustering Algorithm and Reconstruction of Image,Conference Paper,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1079, Pages - 921-929Publisher - Springer, Springer",2020,January,2019-20,https://link.springer.com/chapter/10.1007/978-981-15-1097-7_78,10.1007/978-981-15-1097-7_78,21945357,,,,,,,,SRS-CPUB-008,,,,,,,,
517,Dr Somula Ramasubba Reddy,"Aditya Sai Srinivas T., Somula R., Govinda K.",No,Privacy and Security in Aadhaar,Conference Paper,"Smart Innovation, Systems and Technologies",Yes,No,"Volume 159, Pages - 405-410Publisher - Springer, Springer",2020,January,2019-20,https://link.springer.com/chapter/10.1007%2F978-981-13-9282-5_38,10.1007/978-981-13-9282-5_38,,,,,,,,,SRS-CPUB-020,,,,,,,,
518,Dr Somula Ramasubba Reddy,"Pavan Kumar I., Sambangi S., Somukoa R., Nalluri S., Govinda K.",No,Server Security in Cloud Computing Using Block-Chaining Technique,Conference Paper,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1079, Pages - 913-920Publisher - Springer, Springer",2020,January,2019-20,https://link.springer.com/chapter/10.1007/978-981-15-1097-7_77,10.1007/978-981-15-1097-7_77,,,,,,,,,SRS-CPUB-026,,,,,,,,
